model,provider,sophistication_group,n_evaluations,warmth,formality,hedging,aggression,transgression,grandiosity,tribalism,depth,authenticity,sophistication
grok-3,xAI,Low-Sophistication,51,5.92764705882353,8.738627450980395,8.444117647058823,1.3064705882352938,1.2809803921568628,2.3462745098039215,1.0588235294117647,7.601372549019609,5.529411764705883,6.565392156862746
gpt-4,OpenAI,Low-Sophistication,51,5.0911764705882385,8.241176470588236,7.3133333333333335,1.1564705882352941,1.299411764705882,2.294313725490196,1.006470588235294,6.03921568627451,4.18313725490196,5.111176470588235
llama-4-scout-17b,Meta,Low-Sophistication,51,5.934313725490198,8.071960784313724,7.365490196078433,1.3980392156862742,1.3327450980392157,2.3990196078431376,1.1241176470588234,6.450980392156862,4.895490196078431,5.673235294117647
llama-3.2-90b,Meta,Low-Sophistication,51,5.659215686274511,8.29392156862745,8.391764705882352,1.234705882352941,1.3066666666666666,2.085686274509804,1.0849019607843138,6.0650980392156875,4.417843137254903,5.241470588235295
claude-4.5-opus-global-thinking_(thinking),Anthropic,Low-Sophistication,51,3.4380392156862745,5.022156862745098,4.386470588235293,1.6325490196078427,1.8164705882352938,1.9870588235294118,1.0850980392156864,4.993725490196078,4.711764705882355,4.852745098039216
nova-premier,AWS,Low-Sophistication,51,5.195490196078433,8.562941176470588,6.523333333333333,1.280392156862745,1.3839215686274502,2.2605882352941173,1.1174509803921568,7.05862745098039,4.954313725490198,6.006470588235294
nova-lite,AWS,Low-Sophistication,51,5.555098039215688,8.490980392156864,5.8172549019607835,1.3388235294117645,1.3839215686274504,2.261764705882353,1.1956862745098038,6.85607843137255,4.757843137254902,5.806960784313726
claude-4.5-sonnet-thinking_(thinking),Anthropic,High-Sophistication,51,5.281372549019606,6.76764705882353,8.208627450980389,1.9280392156862745,2.5552941176470583,2.2084313725490192,1.2152941176470586,7.7750980392156865,7.551764705882353,7.66343137254902
gpt-3.5_turbo,OpenAI,Low-Sophistication,51,5.476862745098038,7.83,4.869411764705882,1.3264705882352938,1.2733333333333328,1.9015686274509802,1.1437254901960785,4.869411764705882,3.536078431372549,4.202745098039216
gpt-5.1,OpenAI,High-Sophistication,51,5.6270588235294134,7.301372549019606,6.784117647058823,1.7576470588235291,1.9672549019607843,2.3786274509803924,1.2676470588235293,8.575490196078434,7.274705882352941,7.925098039215687
gpt-5.2,OpenAI,High-Sophistication,51,5.561568627450982,7.150588235294113,6.228431372549018,1.7184313725490192,1.9411764705882353,2.287450980392157,1.1831372549019608,8.503921568627453,7.281176470588234,7.892549019607843
gemini-2.0-flash,Google,High-Sophistication,51,5.581568627450982,7.941960784313725,8.031960784313723,1.535098039215686,1.4239215686274505,2.2803921568627445,1.1372549019607843,7.588431372549019,6.064901960784312,6.826666666666666
llama-4-maverick-17b,Meta,Low-Sophistication,51,5.48313725490196,8.241176470588234,7.972941176470587,1.1694117647058822,1.189019607843137,2.1566666666666667,1.0,6.255098039215686,4.614901960784313,5.435
gemini-2.5-pro,Google,High-Sophistication,51,4.940980392156864,8.674313725490196,7.790980392156864,1.7970588235294116,1.9017647058823528,2.7058823529411757,1.2217647058823526,8.542745098039216,7.19686274509804,7.869803921568628
claude-4.1-opus-thinking_(thinking),Anthropic,High-Sophistication,51,5.079019607843136,6.856862745098038,8.130196078431371,1.5349019607843135,2.0333333333333337,1.9349019607843139,1.0652941176470587,6.966078431372548,6.7452941176470596,6.855686274509804
claude-4.5-opus-global,Anthropic,Low-Sophistication,51,3.4582352941176464,5.035098039215686,4.656666666666667,1.5186274509803919,1.7874509803921568,2.055686274509804,1.0850980392156864,5.0362745098039206,4.653529411764705,4.844901960784313
gpt-oss-120b,OpenAI,High-Sophistication,51,5.444117647058823,8.457843137254901,6.927450980392157,1.416666666666666,1.4503921568627447,2.464313725490196,1.1105882352941174,8.346862745098038,6.692549019607842,7.51970588235294
claude-4-opus-thinking_(thinking),Anthropic,High-Sophistication,51,5.640196078431371,7.006274509803921,8.359803921568625,1.3588235294117643,1.8621568627450977,1.9931372549019606,1.1241176470588234,6.940980392156864,6.502941176470588,6.721960784313726
claude-4-opus,Anthropic,High-Sophistication,51,5.391960784313726,7.274509803921568,8.28764705882353,1.4045098039215682,1.8296078431372547,2.006666666666667,1.0,6.973921568627452,6.4768627450980425,6.725392156862747
llama-3.1-70b,Meta,Low-Sophistication,51,6.084705882352942,8.127450980392156,8.548039215686273,1.277450980392157,1.3327450980392155,2.1603921568627453,1.0719607843137255,6.153529411764707,5.061960784313726,5.607745098039216
claude-4.1-opus,Anthropic,High-Sophistication,51,5.273529411764706,7.143921568627452,8.085098039215689,1.5221568627450976,1.9805882352941178,2.05921568627451,1.039019607843137,7.249215686274508,6.8364705882352945,7.042843137254901
qwen3-32b,Alibaba,High-Sophistication,51,5.522352941176471,8.32078431372549,7.37235294117647,1.7313725490196077,1.7452941176470589,2.8241176470588236,1.215098039215686,8.071960784313724,6.757254901960785,7.414607843137254
claude-4.5-haiku-thinking_(thinking),Anthropic,High-Sophistication,51,5.398627450980391,6.255294117647059,7.8554901960784305,1.986862745098039,2.6729411764705886,2.2613725490196077,1.1303921568627449,8.02549019607843,7.967450980392157,7.996470588235294
claude-3.5-sonnet-v2,Anthropic,Low-Sophistication,51,5.803921568627452,7.771372549019607,8.156862745098039,1.2407843137254897,1.3001960784313726,2.0525490196078433,1.0719607843137255,6.144509803921567,5.37921568627451,5.761862745098039
claude-3-opus,Anthropic,Low-Sophistication,51,6.248627450980393,7.790588235294117,8.685882352941174,1.1435294117647057,1.2741176470588234,1.935294117647059,1.0719607843137255,5.895882352941176,5.254705882352941,5.575294117647059
mixtral-8x7b,Mistral,Low-Sophistication,51,5.366274509803921,8.16294117647059,6.2672549019607855,1.3129411764705878,1.2927450980392152,2.34,1.1501960784313725,5.8819607843137245,4.229019607843135,5.05549019607843
o3,OpenAI,High-Sophistication,51,4.666666666666668,8.327058823529413,7.914901960784311,1.5217647058823527,1.8427450980392157,2.5094117647058822,1.2805882352941174,8.353725490196084,7.032156862745098,7.69294117647059
mistral-large-24.02,Mistral,Low-Sophistication,51,5.725294117647058,8.201176470588234,6.770196078431371,1.1698039215686273,1.208039215686274,2.085686274509804,1.0196078431372548,5.535882352941175,3.947647058823529,4.7417647058823515
gpt-4.1,OpenAI,High-Sophistication,51,5.18313725490196,8.601764705882351,8.254117647058825,1.3586274509803917,1.5678431372549018,2.2880392156862746,1.1239215686274509,7.862549019607845,6.340588235294115,7.10156862745098
gemini-3-pro-preview,Google,High-Sophistication,51,3.8231372549019604,8.510784313725495,7.587450980392159,2.6794117647058817,3.3000000000000007,3.2811764705882354,1.7478431372549017,8.70607843137255,7.77764705882353,8.24186274509804
claude-3-sonnet,Anthropic,Low-Sophistication,51,5.502352941176472,8.136666666666667,8.476078431372546,1.2088235294117646,1.2211764705882349,1.961372549019608,1.026078431372549,5.405294117647059,4.640392156862745,5.0228431372549025
claude-3.7-sonnet,Anthropic,Low-Sophistication,51,5.130588235294117,8.045294117647058,7.548431372549021,1.2478431372549017,1.4827450980392152,2.065098039215686,1.0,6.353529411764707,5.05235294117647,5.702941176470588
claude-3-haiku,Anthropic,Low-Sophistication,51,6.352745098039217,8.234901960784311,7.398039215686275,1.1631372549019605,1.195490196078431,2.085686274509804,1.052156862745098,5.6927450980392145,4.470392156862745,5.08156862745098
gpt-5.2_pro,OpenAI,High-Sophistication,51,5.390980392156864,7.162156862745098,6.7513725490196075,1.6135294117647057,1.9084313725490198,2.320392156862745,1.117254901960784,8.5621568627451,7.2621568627450985,7.9121568627451
claude-4-sonnet-thinking_(thinking),Anthropic,High-Sophistication,51,5.6896078431372565,7.087843137254904,8.557450980392154,1.5096078431372548,1.9515686274509807,2.0686274509803924,1.0,7.3696078431372545,7.271176470588234,7.320392156862744
