model_name,total_evaluations,warmth_sum,warmth_count,warmth_average,formality_sum,formality_count,formality_average,hedging_sum,hedging_count,hedging_average,aggression_sum,aggression_count,aggression_average,transgression_sum,transgression_count,transgression_average,grandiosity_sum,grandiosity_count,grandiosity_average,tribalism_sum,tribalism_count,tribalism_average,depth_sum,depth_count,depth_average,authenticity_sum,authenticity_count,authenticity_average
Grok-4-0709,50,338.3399999999999,50,6.766799999999998,321.68,50,6.4336,226.01,50,4.5202,84.97999999999999,50,1.6995999999999998,97.63999999999999,50,1.9527999999999996,115.7,50,2.314,74.64999999999999,50,1.4929999999999999,359.37,50,7.1874,304.02,50,6.0804
Llama-3-70B,50,110.02000000000001,50,2.2004,175.63000000000002,50,3.5126000000000004,109.33,50,2.1866,60.269999999999975,50,1.2053999999999996,55.65999999999999,50,1.1131999999999997,73.33,50,1.4666,48.04000000000001,50,0.9608000000000003,138.61999999999998,50,2.7723999999999993,115.36,50,2.3072
Llama-3.1-70B,50,321.3,50,6.426,360.28999999999996,50,7.205799999999999,229.97999999999996,50,4.599599999999999,65.32,50,1.3063999999999998,72.60999999999999,50,1.4521999999999997,94.03,50,1.8806,57.33,50,1.1466,297.96000000000004,50,5.959200000000001,225.00000000000003,50,4.500000000000001
Llama-3.2-90B,50,300.65,50,6.013,378.30999999999995,50,7.5661999999999985,227.01999999999995,50,4.540399999999999,64.34,50,1.2868000000000002,67.27999999999997,50,1.3455999999999995,93.38000000000001,50,1.8676000000000001,51.66,50,1.0332,293.64000000000004,50,5.872800000000001,214.67999999999986,50,4.293599999999997
Llama-3.3-70B,50,299.97999999999996,50,5.999599999999999,379.98999999999984,50,7.599799999999997,226.67999999999998,50,4.5336,63.31999999999999,50,1.2664,68.92999999999996,50,1.3785999999999994,91.69000000000001,50,1.8338000000000003,55.30999999999999,50,1.1061999999999999,293.66999999999996,50,5.873399999999999,219.69999999999993,50,4.393999999999998
Llama-4-Maverick-17B,50,287.31,50,5.7462,378.98999999999995,50,7.579799999999999,242.65000000000012,50,4.853000000000002,62.95999999999999,50,1.2591999999999997,68.61999999999999,50,1.3723999999999998,89.03,50,1.7806,51.33,50,1.0266,291.6400000000001,50,5.832800000000002,216.33999999999997,50,4.3267999999999995
Llama-4-Scout-17B,50,305.96,50,6.119199999999999,371.65999999999985,50,7.433199999999997,237.33000000000004,50,4.746600000000001,63.67000000000001,50,1.2734,67.30999999999999,50,1.3461999999999998,91.66,50,1.8332,56.989999999999995,50,1.1398,304.03000000000003,50,6.0806000000000004,229.36,50,4.5872
Mistral-Large-24.02,50,303.02,50,6.0604,382.67000000000024,50,7.653400000000005,242.97000000000003,50,4.859400000000001,60.29999999999999,50,1.2059999999999997,66.59999999999997,50,1.3319999999999994,89.97999999999999,50,1.7995999999999999,53.66,50,1.0732,264.34000000000003,50,5.2868,189.68,50,3.7936
Mixtral-8x7B,50,288.9900000000001,50,5.7798000000000025,390.66,50,7.8132,241.97000000000008,50,4.839400000000001,63.309999999999995,50,1.2662,65.56999999999996,50,1.3113999999999992,87.68,50,1.7536,55.67,50,1.1134,265.66,50,5.3132,187.34999999999994,50,3.7469999999999986
Nova-Lite,50,291.64000000000004,50,5.832800000000001,396.0,50,7.92,219.00999999999996,50,4.380199999999999,56.31999999999999,50,1.1263999999999998,62.60999999999998,50,1.2521999999999995,88.69,50,1.7738,57.33,50,1.1466,295.31000000000006,50,5.906200000000001,211.32000000000008,50,4.226400000000002
Nova-Premier,50,296.97999999999996,50,5.9395999999999995,389.34,50,7.7867999999999995,225.34000000000003,50,4.506800000000001,58.0,50,1.16,68.23999999999997,50,1.3647999999999993,85.69,50,1.7138,51.67,50,1.0334,289.0399999999999,50,5.780799999999998,209.63000000000005,50,4.192600000000001
Nova-Pro,50,293.96,50,5.8792,397.67999999999995,50,7.953599999999999,212.67999999999998,50,4.2536,60.65999999999999,50,1.2131999999999998,67.58999999999997,50,1.3517999999999994,88.71000000000001,50,1.7742000000000002,51.66,50,1.0332,309.67999999999995,50,6.193599999999999,218.98000000000005,50,4.379600000000001
O3,50,287.66999999999996,50,5.753399999999999,355.6599999999999,50,7.113199999999998,184.64,50,3.6927999999999996,70.64,50,1.4128,82.64999999999999,50,1.6529999999999998,96.69,50,1.9338,59.65,50,1.193,390.7,50,7.814,327.00999999999993,50,6.540199999999999
Qwen3-32B,50,346.9999999999999,50,6.939999999999998,344.0400000000001,50,6.880800000000002,202.31000000000006,50,4.046200000000002,71.28999999999999,50,1.4257999999999997,76.96999999999998,50,1.5393999999999997,110.39000000000001,50,2.2078,59.32999999999999,50,1.1865999999999999,350.31000000000006,50,7.0062000000000015,287.69,50,5.7538
